"subject" "activity" "timeBodyAccmeanX" "timeBodyAccmeanY" "timeBodyAccmeanZ" "timeBodyAccstdX" "timeBodyAccstdY" "timeBodyAccstdZ" "timeGravityAccmeanX" "timeGravityAccmeanY" "timeGravityAccmeanZ" "timeGravityAccstdX" "timeGravityAccstdY" "timeGravityAccstdZ" "timeBodyAccJerkmeanX" "timeBodyAccJerkmeanY" "timeBodyAccJerkmeanZ" "timeBodyAccJerkstdX" "timeBodyAccJerkstdY" "timeBodyAccJerkstdZ" "timeBodyGyromeanX" "timeBodyGyromeanY" "timeBodyGyromeanZ" "timeBodyGyrostdX" "timeBodyGyrostdY" "timeBodyGyrostdZ" "timeBodyGyroJerkmeanX" "timeBodyGyroJerkmeanY" "timeBodyGyroJerkmeanZ" "timeBodyGyroJerkstdX" "timeBodyGyroJerkstdY" "timeBodyGyroJerkstdZ" "timeBodyAccMagmean" "timeBodyAccMagstd" "timeGravityAccMagmean" "timeGravityAccMagstd" "timeBodyAccJerkMagmean" "timeBodyAccJerkMagstd" "timeBodyGyroMagmean" "timeBodyGyroMagstd" "timeBodyGyroJerkMagmean" "timeBodyGyroJerkMagstd" "frequencyBodyAccmeanX" "frequencyBodyAccmeanY" "frequencyBodyAccmeanZ" "frequencyBodyAccstdX" "frequencyBodyAccstdY" "frequencyBodyAccstdZ" "frequencyBodyAccJerkmeanX" "frequencyBodyAccJerkmeanY" "frequencyBodyAccJerkmeanZ" "frequencyBodyAccJerkstdX" "frequencyBodyAccJerkstdY" "frequencyBodyAccJerkstdZ" "frequencyBodyGyromeanX" "frequencyBodyGyromeanY" "frequencyBodyGyromeanZ" "frequencyBodyGyrostdX" "frequencyBodyGyrostdY" "frequencyBodyGyrostdZ" "frequencyBodyAccMagmean" "frequencyBodyAccMagstd" "frequencyBodyBodyAccJerkMagmean" "frequencyBodyBodyAccJerkMagstd" "frequencyBodyBodyGyroMagmean" "frequencyBodyBodyGyroMagstd" "frequencyBodyBodyGyroJerkMagmean" "frequencyBodyBodyGyroJerkMagstd"
16 "SITTING" -0.807450817868852 -0.76992115257377 -0.718168775628415 -0.0985270488390984 0.141929395420628 -0.0495879774028962 -0.0650565410420765 -0.368850382481147 -0.184101713086885 -0.96994151726776 -0.986533768387978 -0.99111755204918 -0.865976106830601 -0.822858516994536 -0.746607200472678 -0.268631595612022 -0.780010575177596 -0.844626592896175 -0.738434398105464 -0.782089515344262 -0.699604807571858 -0.798348865087432 -0.904958395437159 -0.905775184781421 -0.990988951775956 -0.904140980737705 -0.924821725846995 -0.912004529426229 -0.929501468551913 -0.929511382923497 -0.850982444445082 -0.918399734754098 -0.98836356284153 -0.987889482814208 -0.452495443992623 -0.925591765300546 -0.944414528579235 -0.789780147036612 -0.90739295773224 -0.887336573306011 0.0402075536234973 -0.971156432131147 -0.964727519945355 -0.00999754719540983 0.453031876420765 -0.888462423715847 0.793679045765027 0.710672131284153 -0.723999115683607 0.144896426346694 0.0547162478050273 0.115902965416393 0.0437716075423497 0.163097722654098 0.0621595901013661 -0.0988827215203825 0.055376710168306 0.0328770457687978 0.117500099180929 -0.0724444803980874 -0.715318672196721 0.646619195502732 -0.0127155059962022 -0.107361614801257 -0.159580391228634 0.178127527563934
17 "SITTING" -0.778404330410326 -0.771922921606794 -0.676185123284103 -0.137152028402717 0.144064898681522 -0.113237857071168 -0.0383763955601359 -0.346866272312772 -0.162232455426413 -0.953732314375 -0.939447856141304 -0.974443197853261 -0.793837916277174 -0.869734373722826 -0.728527136163043 -0.301351552309783 -0.819424963470109 -0.8893115936875 -0.663158393238587 -0.822801747581522 -0.642121859909783 -0.834591775978261 -0.912379481306522 -0.883441964592391 -0.990954891385869 -0.863048856347826 -0.922816051059783 -0.846415229565217 -0.919093738559783 -0.83930967132337 -0.809203737366848 -0.91388800486413 -0.972835838668478 -0.96808252638587 -0.428391729657065 -0.908312649728261 -0.966151426766304 -0.728710411180706 -0.849573127336956 -0.927557602201087 -0.0177042428953804 -0.971771652907609 -0.958810046467391 0.0373731381935326 0.443468611304348 -0.757296423304348 0.726033023548913 0.775284940119565 -0.696264021100217 0.159825399654864 0.0951853385717391 0.177394711547609 -0.0153525174436087 0.034021066229587 -0.00467100115423913 -0.106965693317337 0.0582733830574728 0.0530354744558696 0.146652836897663 -0.082710926198038 -0.685803624043478 0.620491906970652 -0.016876310167663 -0.107854170946467 -0.212104029359728 0.11369107042413
19 "SITTING" -0.96851182974359 -0.954072205769231 -0.956717993717949 0.00236089487435898 0.0724192091320513 -0.00833726811538461 -0.277675858012051 -0.612137768014103 -0.0440787838341667 -0.99952986 -0.999678376410256 -0.999776355897436 -0.997248389358974 -0.997470203076923 -0.983605298461538 -0.760378942051282 -0.833746898333333 -0.941025641153846 -0.97953170525641 -0.988454999230769 -0.984645578589744 -0.988756488589744 -0.992593509615385 -0.985365843717949 -0.999964540897436 -0.999880196538461 -0.999566259487179 -0.99870703551282 -0.999565227564103 -0.999352065769231 -0.999569778333333 -0.999401268717949 -0.999761116538462 -0.999950623333333 -0.306272373369231 -0.999572080128205 -0.999224815128205 -0.973600250384615 -0.999213458333333 -0.999593019358974 0.33369004425641 -0.980547458076923 -0.974506892051282 0.306694385161538 0.449259268461538 -0.808480981666667 0.979446737307692 0.982687827307692 -0.985987398589743 0.167288490758974 0.188866392333333 0.195487071324359 0.0765551560128205 -0.120955980769231 0.268233665353846 0.0161941052051282 -0.0535080757410256 0.121253644696154 0.123204301179487 -0.0659241056410256 -0.862197380384615 0.810486922051282 0.163383609241026 -0.0993183353846154 -0.367030627502564 0.247482141064103
19 "LAYING" -0.568590573093972 -0.648235491153085 -0.436124386587234 -0.149283656022695 0.179556086843262 -0.104681608245745 -0.27097396414195 -0.577867901085106 -0.200219217768794 -0.748979412661418 -0.764900066184397 -0.861622375673759 -0.606004517592553 -0.792691422322695 -0.516276071058511 -0.132476113900709 -0.790894530393617 -0.753900708297872 -0.460040238390355 -0.656625512764504 -0.395015160057961 -0.68776037527305 -0.813235406442553 -0.814446358550709 -0.967854033191489 -0.701975399282979 -0.686388134261496 -0.686728784013121 -0.741868947458156 -0.735887607251773 -0.673113732141844 -0.712332481642589 -0.847423562028369 -0.910269863340426 -0.652920335414894 -0.716117813168794 -0.833897895017731 -0.436778112799291 -0.659778514592199 -0.851595749386525 0.205164116944078 -0.952134253546099 -0.955034903368794 0.135160030273759 0.177264395815603 -0.568329337597199 0.632242823173759 0.611252155015603 -0.459093216599291 0.165564859298936 0.0812725117464539 0.0946012142907979 0.0200133415478369 -0.0815143620571631 0.186960328648617 -0.0123875653684397 -0.0103725031540071 0.0738130903838653 0.126323678426135 -0.0687555371432624 -0.497452629649362 0.476310097518794 0.00843979262322695 -0.0869042168156028 -0.167307608494149 0.132244799691028
21 "LAYING" -0.781559286568627 -0.786199293083333 -0.693779224517157 -0.108368298213554 0.129599528026225 -0.0888848806166912 -0.213280948229902 -0.529456884957353 -0.206604077907353 -0.948208009485294 -0.939487228088235 -0.964890621593137 -0.759124252963235 -0.865668049803922 -0.727086481647304 -0.30142426234951 -0.789531940536765 -0.814052286806373 -0.674102360655147 -0.794922813673627 -0.66365899936152 -0.815277688747549 -0.902083826818627 -0.866663589661765 -0.989381355955882 -0.893004557279412 -0.869100929117647 -0.82274209678897 -0.905531984264706 -0.855201763952941 -0.848283227446078 -0.882198767965686 -0.962987636176471 -0.967912738161765 -0.443355285747304 -0.867478192289216 -0.934948958308824 -0.752040828651961 -0.843570918186274 -0.881011393131323 0.0321851774362745 -0.965586634460784 -0.969330818455882 0.260186060147059 0.330873193529412 -0.690342239142157 0.747577886261275 0.748157812851667 -0.69790851110348 0.176557584217206 0.0720348089110294 0.115141070567843 0.0670460674177451 0.182989603982083 0.0651047623223039 -0.0345178783680392 -0.00800260252093137 0.0629835212283333 0.155786229711275 -0.0784719736838971 -0.695544649862745 0.621309120114706 -0.021940109963848 -0.100558317889216 -0.182286414261029 0.129871479233333
22 "LAYING" -0.724225180996885 -0.774554044137072 -0.637666108456075 -0.0682523553848598 0.148343607207134 -0.0268998462148598 -0.215530472224922 -0.570613955457944 -0.201602590107835 -0.929755562679128 -0.879945546448598 -0.939943892928349 -0.713317747634891 -0.869624042741433 -0.652844537220561 -0.232675173336386 -0.788161992233645 -0.804153685224299 -0.576391814080349 -0.780252702647975 -0.548459748666729 -0.805406452834891 -0.848880681492212 -0.870046751775701 -0.973452827912773 -0.838699973676012 -0.777584312264798 -0.774232008420561 -0.894711211028037 -0.768547822171651 -0.747585663408411 -0.868774695996885 -0.934235270155763 -0.98964182623053 -0.472288155610592 -0.837562304267913 -0.912676495638629 -0.639575654479751 -0.789966210560748 -0.908058903333333 0.23588786398215 -0.95850446411215 -0.957323093436449 -0.00837088736915888 0.367793483489097 -0.717803143464175 0.604115522359813 0.718933840781931 -0.612493733968536 0.163325580399502 0.0350446310830841 0.0624132299355452 0.0201308890566978 -0.0693195036794392 0.188519652700623 -0.0257487044538941 -0.0182522903093458 0.111201310520872 0.10523355600914 -0.0949661116922118 -0.614291566449221 0.552016925242368 -0.0157707167037383 -0.109257561827445 -0.145539882570903 0.144842351728037
23 "LAYING" -0.551136607708387 -0.710903609557312 -0.544207964433387 -0.207156777406747 0.0963432026373656 -0.10463410029086 -0.157341492208898 -0.463483046806452 -0.229258766386398 -0.928761460026882 -0.9205099725 -0.942927244032258 -0.767203223067204 -0.688476734176882 -0.591179994527285 -0.0942383376271505 -0.791536592497312 -0.826164873728495 -0.636977610060753 -0.627540367652688 -0.558705561466129 -0.629410220727312 -0.859750675652957 -0.830246751731183 -0.964069901981183 -0.863663550497043 -0.783621145795699 -0.861032167715054 -0.921031513736559 -0.797077867057258 -0.839899500591398 -0.904854685483871 -0.93738703483871 -0.756186964776344 -0.549216500122043 -0.758796565424731 -0.843031095436828 -0.685136501518817 -0.834757987392473 -0.723369878191667 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.127151263612473 0.434036829193548 -0.888487695430108 0.674385771013441 0.569937780420914 -0.577999793315188 0.185584513210511 0.137724709232581 0.0995123892401075 0.0302250969109677 0.0365178975172043 0.051724314869086 0.0139056909051344 -0.00978589802994624 0.0540742512 0.145030173644624 -0.0825972963754032 -0.653684522728495 0.538186830844086 0.025997090079543 -0.0966990737225806 -0.128548908147258 0.0635844320262177
25 "LAYING" -0.734501364694376 -0.73300209196577 -0.625733064258924 0.139201661746455 0.00122456921872861 0.012931100845379 -0.0927616062801932 -0.414998663953056 -0.015303306798533 -0.888319059877751 -0.965558138630807 -0.986417308679707 -0.808779993349633 -0.889421784938875 -0.794249172127139 -0.251950321475795 -0.773956935388753 -0.834066829550122 -0.721707668572127 -0.870541516210269 -0.77307605398533 -0.88459787804401 -0.930524953594132 -0.895105272151589 -0.994922486845966 -0.960798687579462 -0.961179404596577 -0.888439685110024 -0.923533604792176 -0.952265185672372 -0.91742295794621 -0.905751696723716 -0.982401151393643 -0.995925210513447 -0.336610039818851 -0.958966242396088 -0.981518451882641 -0.672197763601467 -0.909439974547677 -0.962013843471883 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.143690883128533 0.480075011515892 -0.741898072863081 0.793827123838631 0.861460269022005 -0.781215768606357 0.15917063217335 0.0276692508432763 0.109195276312763 0.0172455433653227 0.0128273072826406 0.0755446531537408 -0.201406404796846 0.11376255806868 -0.00361581928452323 0.11278504602802 -0.083900354157824 -0.61244934175242 0.640299645330073 0.0738705201572127 -0.108263884562298 -0.0923375141542298 0.140684895083399
26 "LAYING" -0.867689240328947 -0.87592462256579 -0.817365100914474 -0.0856995813868421 0.136529565889539 -0.0823373431506579 -0.263971538511842 -0.573695362590132 -0.0881913596426974 -0.954593771052632 -0.960686137302632 -0.982058186513158 -0.900863967631579 -0.941900931118421 -0.829941869473684 -0.503138286052632 -0.796689302986842 -0.842105262697368 -0.81033083655329 -0.851347576776316 -0.797797754994079 -0.854358747894737 -0.954761189144737 -0.932701631802632 -0.99491406875 -0.933564377105263 -0.950480629539474 -0.929618832565789 -0.942869238223684 -0.938303214276316 -0.912157704736842 -0.935653359605263 -0.979746586776316 -0.988037640197368 -0.5841278570375 -0.937577240921053 -0.954786938092105 -0.827882281605263 -0.923099107302632 -0.927037990592105 0.297372368697368 -0.964082836710526 -0.968145476513158 -0.070237291625 0.331853171907895 -0.636162053223684 0.845428209407895 0.842025009078947 -0.81188243544079 0.137820628500658 0.120394027407237 0.177271063220395 0.08151332303775 -0.0394153196881579 0.0182605710197368 0.0247722515525 -0.0666891392227631 0.139281261092303 0.201903928453289 -0.0812137120125 -0.757379309644737 0.701596261052632 0.0903105338019079 -0.101421019955132 -0.324229083419079 0.199393333456579
26 "WALKING" -0.715607692958333 -0.714189181270833 -0.616844952216667 -0.124406580176667 0.157396281015 -0.0760048261358333 -0.295924648292083 -0.6085999258875 -0.22578508162875 -0.896111353708333 -0.873499116025 -0.955375124708333 -0.752271969791667 -0.878601101791667 -0.623216943770417 -0.162045666854167 -0.796236557475 -0.738611111225 -0.598041970142917 -0.744693438791667 -0.554919978740833 -0.768919670333333 -0.855211023116667 -0.8615029478625 -0.980335279125 -0.840840485 -0.886685665166667 -0.817871387583333 -0.8668712245125 -0.861956647833333 -0.7686694186125 -0.849486134179583 -0.947669968916667 -0.97302962475 -0.625239607416667 -0.882765380958333 -0.945530150333333 -0.6240868380625 -0.820209687535417 -0.875679497625 0.194038950263333 -0.97018344 -0.954373349845833 -0.210714306908333 0.512133445958333 -0.709589374791667 0.681279848116667 0.724063468875 -0.615912380447917 0.125561451420708 0.0352336210129167 0.166493154740292 0.0551608329563333 0.00100337521 0.0847228795104167 -0.160573932465833 0.0875107783123333 0.05015838093625 0.168051204918875 -0.0837091090064167 -0.601741923567083 0.531643367833333 0.00173572265541667 -0.0971605398470833 -0.165979102290629 0.166263879495542
